mesh_code,est_all,emp_all,est_manufacturing,emp_manufacturing,est_ict,emp_ict,est_wholesale_retail,emp_wholesale_retail,est_finance,emp_finance,est_real_estate,emp_real_estate,est_professional,emp_professional,est_accommodation_food,emp_accommodation_food,est_medical_welfare,emp_medical_welfare,lat,lon,ward_code,ward_ja
533925463,11,118,6,63,0,0,0,0,0,0,1,8,0,0,0,0,1,27,35.53958333333333,139.703125,13111,大田区
533925464,65,457,4,40,0,0,14,130,0,0,6,10,0,0,11,38,6,34,35.53958333333333,139.709375,13111,大田区
533925473,5,93,0,0,0,0,2,57,0,0,0,0,0,0,2,17,1,19,35.53958333333333,139.71562500000002,13111,大田区
533925561,95,1457,28,277,5,154,12,211,1,2,5,7,4,35,4,49,12,244,35.543749999999996,139.703125,13111,大田区
533925562,143,1594,37,271,1,2,25,413,0,0,14,32,5,24,12,36,13,325,35.543749999999996,139.709375,13111,大田区
533925563,46,224,23,96,0,0,2,1,0,0,7,19,1,8,1,1,2,22,35.547916666666666,139.703125,13111,大田区
533925564,132,774,30,168,2,3,25,133,0,0,15,38,6,11,10,95,10,125,35.547916666666666,139.709375,13111,大田区
533925571,164,1687,72,617,1,1,20,402,2,6,6,17,8,36,9,27,5,79,35.543749999999996,139.71562500000002,13111,大田区
533925572,69,649,24,139,3,4,11,50,0,0,1,3,3,66,5,85,5,40,35.543749999999996,139.721875,13111,大田区
533925573,209,1790,40,240,3,7,46,453,5,104,10,31,5,8,25,162,23,162,35.547916666666666,139.71562500000002,13111,大田区
533925574,256,1716,90,484,3,6,42,427,2,8,11,32,5,33,20,63,20,230,35.547916666666666,139.721875,13111,大田区
533925581,37,179,25,60,0,0,2,14,0,0,2,8,0,0,1,1,1,34,35.543749999999996,139.728125,13111,大田区
533925582,4,58,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35.543749999999996,139.734375,13111,大田区
533925583,175,1441,75,626,1,1,26,238,2,2,13,29,4,25,5,36,10,79,35.547916666666666,139.728125,13111,大田区
533925584,136,1209,65,343,2,15,16,281,0,0,6,14,2,31,6,27,8,165,35.547916666666666,139.734375,13111,大田区
533925593,118,1001,28,151,1,1,22,96,0,0,6,11,1,5,5,65,9,52,35.547916666666666,139.74062500000002,13111,大田区
533925594,174,1362,18,102,1,1,38,311,1,21,14,41,6,26,21,70,14,178,35.547916666666666,139.74687500000002,13111,大田区
533925662,183,1132,31,172,1,1,41,191,1,4,13,31,4,10,16,37,17,129,35.55208333333333,139.709375,13111,大田区
533925663,125,752,42,218,3,7,23,182,0,0,8,16,5,9,3,9,9,68,35.55625,139.703125,13111,大田区
533925664,122,1031,17,112,1,2,20,103,1,11,6,18,7,12,9,41,13,260,35.55625,139.709375,13111,大田区
533925671,336,2215,14,40,3,5,95,877,3,17,18,65,5,5,70,387,43,312,35.55208333333333,139.71562500000002,13111,大田区
533925672,177,1191,40,213,0,0,29,171,0,0,12,66,5,104,17,41,14,298,35.55208333333333,139.721875,13111,大田区
533925673,159,5482,23,124,2,3947,25,160,3,16,24,80,9,145,17,38,8,47,35.55625,139.71562500000002,13111,大田区
533925674,239,5118,35,238,7,258,63,1830,8,107,24,177,16,148,15,125,20,687,35.55625,139.721875,13111,大田区
533925681,326,2140,25,122,5,10,68,444,10,350,34,130,10,41,59,269,35,327,35.55208333333333,139.728125,13111,大田区
533925682,215,1642,51,360,2,11,41,273,2,2,23,74,5,17,18,169,6,199,35.55208333333333,139.734375,13111,大田区
533925683,272,1862,24,176,0,0,66,450,4,22,41,138,4,20,36,218,39,542,35.55625,139.728125,13111,大田区
533925684,165,1049,32,119,1,10,37,196,2,4,25,42,5,11,8,33,15,160,35.55625,139.734375,13111,大田区
533925691,258,2201,32,197,3,25,60,522,3,51,29,128,10,59,50,507,20,373,35.55208333333333,139.74062500000002,13111,大田区
533925692,203,5776,37,726,1,10,48,2113,1,15,8,19,6,197,39,279,10,80,35.55208333333333,139.74687500000002,13111,大田区
533925693,206,2745,58,549,0,0,38,712,2,17,17,44,5,11,10,53,23,279,35.55625,139.74062500000002,13111,大田区
533925694,89,1647,26,499,0,0,20,382,0,0,6,71,3,11,3,24,3,109,35.55625,139.74687500000002,13111,大田区
533925742,6,230,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,13,35.56041666666666,139.68437500000002,13111,大田区
533925743,9,135,0,0,0,0,4,78,1,0,0,0,1,21,0,0,0,0,35.56458333333333,139.67812500000002,13111,大田区
533925744,101,1699,41,395,5,95,10,172,0,0,7,7,4,8,6,141,4,44,35.56458333333333,139.68437500000002,13111,大田区
533925751,140,1335,71,633,3,4,23,177,1,1,5,10,5,38,3,37,7,133,35.56041666666666,139.690625,13111,大田区
533925752,261,2640,61,699,3,6,69,512,1,2,21,85,5,212,24,170,18,272,35.56041666666666,139.696875,13111,大田区
533925753,238,2893,73,813,1,1,34,477,1,3,23,61,9,23,17,75,23,348,35.56458333333333,139.690625,13111,大田区
533925754,211,1975,46,378,2,11,47,462,3,31,21,66,3,30,15,70,21,274,35.56458333333333,139.696875,13111,大田区
533925761,219,1956,29,591,4,13,58,347,1,19,21,57,11,59,14,45,21,225,35.56041666666666,139.703125,13111,大田区
533925762,293,3808,8,36,6,72,65,833,4,19,44,191,19,124,39,596,21,190,35.56041666666666,139.709375,13111,大田区
533925763,173,1280,14,50,2,18,42,264,2,5,19,49,10,20,9,58,22,263,35.56458333333333,139.703125,13111,大田区
533925764,397,4367,12,42,13,505,84,851,8,202,44,260,22,171,60,227,45,774,35.56458333333333,139.709375,13111,大田区
533925771,880,20912,10,82,27,5141,281,3501,34,1385,46,205,48,418,184,1817,53,1673,35.56041666666666,139.71562500000002,13111,大田区
533925772,622,6195,15,90,26,463,107,1051,18,332,82,382,44,270,129,961,64,821,35.56041666666666,139.721875,13111,大田区
533925773,931,9303,10,67,17,262,149,1373,16,325,107,536,38,247,317,2268,78,787,35.56458333333333,139.71562500000002,13111,大田区
533925774,279,2966,17,116,16,167,49,345,3,94,45,269,18,132,36,385,29,417,35.56458333333333,139.721875,13111,大田区
533925781,234,1877,33,164,3,37,60,433,3,20,19,52,10,73,29,95,27,307,35.56041666666666,139.728125,13111,大田区
533925782,209,1221,87,511,1,1,28,133,1,2,20,38,1,5,10,52,9,225,35.56041666666666,139.734375,13111,大田区
533925783,198,1353,34,131,2,22,44,418,4,24,20,48,13,43,16,74,12,154,35.56458333333333,139.728125,13111,大田区
533925784,167,1180,53,247,3,7,21,115,1,2,29,73,1,6,11,141,8,355,35.56458333333333,139.734375,13111,大田区
533925791,225,2157,83,506,1,1,38,464,0,0,18,54,12,101,3,7,13,244,35.56041666666666,139.74062500000002,13111,大田区
533925792,184,2435,96,794,0,0,24,345,0,0,12,42,1,35,4,21,1,29,35.56041666666666,139.74687500000002,13111,大田区
533925793,238,1683,71,399,0,0,32,305,2,21,27,53,3,21,19,75,18,240,35.56458333333333,139.74062500000002,13111,大田区
533925794,184,2225,64,369,0,0,37,278,0,0,12,55,4,40,14,53,10,803,35.56458333333333,139.74687500000002,13111,大田区
533925841,26,176,8,97,1,1,4,12,0,0,3,8,5,9,1,6,2,28,35.56875,139.67812500000002,13111,大田区
533925842,231,8099,26,118,1,1,39,6528,3,12,37,84,7,31,25,158,32,353,35.56875,139.68437500000002,13111,大田区
533925843,130,941,13,92,6,14,19,135,0,0,21,39,10,18,5,14,22,351,35.57291666666667,139.67812500000002,13111,大田区
533925844,166,1394,16,298,2,25,29,267,1,20,20,58,15,86,12,112,23,237,35.57291666666667,139.68437500000002,13111,大田区
533925851,273,1707,50,332,5,52,56,431,3,36,24,57,1,3,46,202,35,317,35.56875,139.690625,13111,大田区
533925852,155,2674,28,390,2,2,45,972,0,0,19,41,7,58,6,22,13,486,35.56875,139.696875,13111,大田区
533925853,168,1184,8,31,2,10,32,264,2,32,17,53,8,20,24,123,31,393,35.57291666666667,139.690625,13111,大田区
533925854,161,1691,33,441,2,17,40,427,2,6,16,25,7,28,9,83,8,34,35.57291666666667,139.696875,13111,大田区
533925861,155,860,12,65,2,2,32,185,2,4,33,77,7,43,8,32,15,193,35.56875,139.703125,13111,大田区
533925862,133,763,18,77,4,7,29,183,3,16,13,33,7,14,7,14,22,232,35.56875,139.709375,13111,大田区
533925863,519,5243,14,69,7,21,120,910,4,74,61,165,25,74,96,718,77,1529,35.57291666666667,139.703125,13111,大田区
533925864,157,1156,18,111,7,55,32,368,2,12,21,62,7,16,10,25,14,112,35.57291666666667,139.709375,13111,大田区
533925871,162,1214,8,25,3,11,36,224,0,0,27,52,7,24,22,54,21,480,35.56875,139.71562500000002,13111,大田区
533925872,202,4297,24,336,0,0,62,528,0,0,21,41,2,14,22,237,21,2275,35.56875,139.721875,13111,大田区
533925873,182,1044,31,207,2,3,36,275,1,44,23,58,5,6,6,11,16,124,35.57291666666667,139.71562500000002,13111,大田区
533925874,169,2357,50,431,1,2,29,315,0,0,8,30,9,51,19,443,8,596,35.57291666666667,139.721875,13111,大田区
533925881,301,2088,24,96,2,14,74,659,2,22,42,105,9,391,38,164,34,308,35.56875,139.728125,13111,大田区
533925882,213,1512,29,171,1,5,52,623,1,11,49,103,2,6,15,64,14,228,35.56875,139.734375,13111,大田区
533925883,217,2034,21,406,3,14,52,670,1,20,18,32,9,34,17,179,26,210,35.57291666666667,139.728125,13111,大田区
533925884,219,2033,18,167,1,15,57,514,1,25,29,81,9,80,31,282,24,152,35.57291666666667,139.734375,13111,大田区
533925891,150,1344,38,166,0,0,31,145,1,19,18,49,2,4,6,20,12,616,35.56875,139.74062500000002,13111,大田区
533925892,113,935,62,406,1,12,19,140,0,0,3,51,2,2,0,0,4,49,35.56875,139.74687500000002,13111,大田区
533925893,35,314,10,85,1,2,4,40,0,0,4,8,1,1,2,8,1,10,35.57291666666667,139.74062500000002,13111,大田区
533925894,47,1528,14,384,0,0,2,49,0,0,2,4,0,0,2,13,0,0,35.57291666666667,139.74687500000002,13111,大田区
533925932,3,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.577083333333334,139.671875,13111,大田区
533925934,61,491,4,20,1,1,14,127,1,1,6,11,6,16,6,18,8,100,35.581250000000004,139.671875,13111,大田区
533925941,220,1563,23,220,2,3,50,411,3,28,25,87,17,104,23,123,23,253,35.577083333333334,139.67812500000002,13111,大田区
533925942,113,642,5,20,1,30,20,103,1,2,19,35,3,4,7,17,19,214,35.577083333333334,139.68437500000002,13111,大田区
533925943,76,769,5,14,0,0,16,236,1,1,16,37,8,64,5,18,6,63,35.581250000000004,139.67812500000002,13111,大田区
533925944,190,1185,1,1,2,3,52,389,6,77,40,132,5,16,18,63,28,309,35.581250000000004,139.68437500000002,13111,大田区
533925951,46,241,3,18,1,2,4,10,0,0,8,20,5,12,1,12,7,35,35.577083333333334,139.690625,13111,大田区
533925952,112,1610,15,158,2,3,25,1001,1,11,21,42,8,16,6,66,11,85,35.577083333333334,139.696875,13111,大田区
533925953,128,760,3,17,2,6,30,153,0,0,23,74,13,35,9,85,18,158,35.581250000000004,139.690625,13111,大田区
533925954,149,1895,20,205,2,8,42,657,0,0,14,34,5,12,14,61,17,266,35.581250000000004,139.696875,13111,大田区
533925961,167,1596,24,132,3,7,35,319,0,0,19,82,4,22,13,97,15,347,35.577083333333334,139.703125,13111,大田区
533925962,112,700,10,79,0,0,24,137,1,4,17,32,5,30,8,32,14,194,35.577083333333334,139.709375,13111,大田区
533925963,99,1181,22,601,0,0,20,115,2,6,7,23,4,21,8,145,4,32,35.581250000000004,139.703125,13111,大田区
533925964,46,159,2,2,2,4,6,12,2,4,12,23,4,14,0,0,6,69,35.581250000000004,139.709375,13111,大田区
533925971,206,2383,19,190,2,7,50,398,2,28,21,60,11,38,20,86,16,936,35.577083333333334,139.71562500000002,13111,大田区
533925972,175,1448,66,291,1,1,21,85,0,0,8,31,7,30,9,23,12,371,35.577083333333334,139.721875,13111,大田区
533925973,115,963,3,35,2,25,19,265,1,16,12,21,6,25,8,51,18,256,35.581250000000004,139.71562500000002,13111,大田区
533925974,209,2232,14,180,4,6,50,776,2,24,27,60,13,48,36,159,20,287,35.581250000000004,139.721875,13111,大田区
533925981,165,1532,45,581,0,0,26,259,0,0,19,65,7,16,9,131,15,209,35.577083333333334,139.728125,13111,大田区
533925982,324,2334,19,284,6,44,72,604,4,35,56,133,9,28,57,354,32,256,35.577083333333334,139.734375,13111,大田区
533925983,191,1800,23,289,3,9,52,639,1,52,27,85,14,35,8,26,18,145,35.581250000000004,139.728125,13111,大田区
533925984,196,1209,19,125,2,43,46,328,2,4,29,89,8,21,22,72,10,158,35.581250000000004,139.734375,13111,大田区
533925991,54,1076,2,15,2,16,14,86,0,0,2,2,0,0,3,14,6,139,35.577083333333334,139.74062500000002,13111,大田区
533925992,136,5225,3,90,10,388,38,1046,0,0,5,266,4,156,3,19,0,0,35.577083333333334,139.74687500000002,13111,大田区
533925993,60,3193,0,0,1,174,15,652,0,0,8,45,4,148,5,31,4,77,35.581250000000004,139.74062500000002,13111,大田区
533925994,100,3338,3,13,5,186,29,1655,0,0,4,133,8,132,4,24,2,30,35.581250000000004,139.74687500000002,13111,大田区
533926414,11,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.53958333333333,139.771875,13111,大田区
533926423,9,462,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,35.53958333333333,139.77812500000002,13111,大田区
533926431,7,2150,0,0,0,0,1,46,0,0,0,0,0,0,3,38,0,0,35.53541666666666,139.790625,13111,大田区
533926432,6,209,0,0,0,0,1,9,0,0,0,0,1,18,1,2,0,0,35.53541666666666,139.796875,13111,大田区
533926433,15,1353,2,556,0,0,2,19,0,0,0,0,0,0,0,0,1,5,35.53958333333333,139.790625,13111,大田区
533926434,13,433,0,0,0,0,1,2,0,0,0,0,0,0,3,26,1,18,35.53958333333333,139.796875,13111,大田区
533926502,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,35.543749999999996,139.759375,13111,大田区
533926503,46,238,2,6,0,0,12,35,0,0,5,21,2,5,7,37,3,75,35.547916666666666,139.753125,13111,大田区
533926504,6,440,0,0,1,300,1,10,0,0,1,15,1,103,1,8,0,0,35.547916666666666,139.759375,13111,大田区
533926511,17,208,0,0,0,0,5,83,1,3,0,0,0,0,0,0,1,3,35.543749999999996,139.765625,13111,大田区
533926512,81,3389,0,0,3,31,15,195,6,54,2,19,0,0,22,545,2,125,35.543749999999996,139.771875,13111,大田区
533926513,3,64,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0,0,35.547916666666666,139.765625,13111,大田区
533926521,36,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,35.543749999999996,139.77812500000002,13111,大田区
533926524,178,17692,0,0,0,0,54,1284,2,3,5,34,3,17,39,680,6,36,35.547916666666666,139.784375,13111,大田区
533926531,31,4380,0,0,1,2,3,15,0,0,1,1,0,0,1,23,1,11,35.543749999999996,139.790625,13111,大田区
533926533,2,23,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,35.547916666666666,139.790625,13111,大田区
533926601,97,4530,5,28,0,0,7,135,0,0,9,94,3,33,7,68,3,30,35.55208333333333,139.753125,13111,大田区
533926602,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.55208333333333,139.759375,13111,大田区
533926603,67,3542,5,285,5,50,6,56,0,0,3,188,4,503,4,24,0,0,35.55625,139.753125,13111,大田区
533926604,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.55625,139.759375,13111,大田区
533926622,73,15036,0,0,0,0,21,352,2,9,3,38,2,84,23,443,1,33,35.55208333333333,139.784375,13111,大田区
533926623,9,250,0,0,0,0,2,18,0,0,0,0,0,0,2,11,0,0,35.55625,139.77812500000002,13111,大田区
533926624,10,481,0,0,0,0,2,22,0,0,1,7,0,0,0,0,0,0,35.55625,139.784375,13111,大田区
533926631,37,998,0,0,1,63,11,95,0,0,1,2,0,0,14,249,1,5,35.55208333333333,139.790625,13111,大田区
533926701,57,782,38,431,1,1,4,36,0,0,0,0,0,0,1,7,3,243,35.56041666666666,139.753125,13111,大田区
533926721,17,1128,1,272,0,0,1,572,0,0,0,0,0,0,0,0,0,0,35.56041666666666,139.77812500000002,13111,大田区
533926722,4,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.56041666666666,139.784375,13111,大田区
533926801,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.56875,139.753125,13111,大田区
533926802,37,1109,13,279,0,0,4,65,0,0,3,31,0,0,0,0,0,0,35.56875,139.759375,13111,大田区
533926803,27,885,12,284,0,0,3,202,0,0,0,0,1,5,0,0,0,0,35.57291666666667,139.753125,13111,大田区
533926804,16,645,8,267,0,0,2,18,0,0,0,0,0,0,0,0,0,0,35.57291666666667,139.759375,13111,大田区
533926811,103,1998,44,968,0,0,14,263,1,8,5,37,1,1,0,0,0,0,35.56875,139.765625,13111,大田区
533926812,3,29,0,0,0,0,1,18,0,0,2,11,0,0,0,0,0,0,35.56875,139.771875,13111,大田区
533926813,77,1402,35,565,0,0,13,182,1,10,2,37,0,0,1,4,0,0,35.57291666666667,139.765625,13111,大田区
533926814,9,169,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.57291666666667,139.771875,13111,大田区
533926903,63,1324,0,0,0,0,29,726,0,0,4,33,0,0,1,2,0,0,35.581250000000004,139.753125,13111,大田区
533926904,188,3035,0,0,0,0,168,2791,8,58,2,6,0,0,0,0,0,0,35.581250000000004,139.759375,13111,大田区
533926913,87,529,2,21,0,0,66,403,1,14,1,14,0,0,13,55,0,0,35.581250000000004,139.765625,13111,大田区
533926914,19,691,0,0,0,0,4,35,0,0,1,1,0,0,0,0,0,0,35.581250000000004,139.771875,13111,大田区
533926921,12,216,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1,10,35.577083333333334,139.77812500000002,13111,大田区
533926923,78,1390,50,915,0,0,4,84,0,0,2,16,0,0,0,0,0,0,35.581250000000004,139.77812500000002,13111,大田区
533926924,39,930,12,275,1,20,7,116,0,0,1,8,0,0,0,0,0,0,35.581250000000004,139.784375,13111,大田区
533934393,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,35.614583333333336,139.61562500000002,13112,世田谷区
533934394,100,658,2,3,5,20,15,80,1,1,9,50,12,43,8,40,14,92,35.614583333333336,139.62187500000002,13112,世田谷区
533934472,7,53,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,35.61875,139.596875,13112,世田谷区
533934473,60,281,6,19,1,1,8,53,0,0,2,5,4,7,1,9,5,66,35.62291666666667,139.59062500000002,13112,世田谷区
533934474,75,1034,9,38,1,5,6,18,0,0,8,47,3,368,1,8,8,191,35.62291666666667,139.596875,13112,世田谷区
533934481,21,181,0,0,1,2,3,28,0,0,1,5,1,3,2,15,1,1,35.61875,139.603125,13112,世田谷区
533934482,61,479,4,7,1,5,10,34,0,0,10,13,1,1,4,12,4,42,35.61875,139.609375,13112,世田谷区
533934483,77,427,4,14,1,2,10,20,0,0,7,25,6,14,6,18,12,178,35.62291666666667,139.603125,13112,世田谷区
533934484,85,816,6,20,1,1,21,207,0,0,15,40,2,9,5,51,6,83,35.62291666666667,139.609375,13112,世田谷区
533934491,102,916,5,23,0,0,21,133,0,0,13,33,8,51,3,22,15,281,35.61875,139.61562500000002,13112,世田谷区
533934492,66,1525,2,32,3,5,6,55,0,0,11,33,5,5,6,104,21,1155,35.61875,139.62187500000002,13112,世田谷区
533934493,43,440,0,0,2,4,6,33,0,0,1,1,2,5,3,12,13,234,35.62291666666667,139.61562500000002,13112,世田谷区
533934494,21,327,0,0,1,2,5,43,0,0,3,4,1,1,2,17,0,0,35.62291666666667,139.62187500000002,13112,世田谷区
533934572,57,303,3,13,2,2,15,104,1,2,7,20,2,5,3,16,3,53,35.62708333333333,139.596875,13112,世田谷区
533934574,37,463,1,11,1,2,8,207,0,0,4,7,0,0,3,11,4,132,35.63125,139.596875,13112,世田谷区
533934581,58,552,3,44,1,1,11,88,1,1,7,47,1,8,3,18,5,78,35.62708333333333,139.603125,13112,世田谷区
533934582,27,237,2,2,1,5,5,41,0,0,3,9,0,0,1,8,1,39,35.62708333333333,139.609375,13112,世田谷区
533934583,73,951,1,4,1,2,20,365,0,0,8,16,5,16,6,159,7,65,35.63125,139.603125,13112,世田谷区
533934584,27,276,0,0,1,2,5,46,1,1,5,18,4,43,1,9,3,93,35.63125,139.609375,13112,世田谷区
533934591,51,410,3,30,0,0,6,11,0,0,8,21,9,21,1,3,3,60,35.62708333333333,139.61562500000002,13112,世田谷区
533934592,29,147,1,3,1,4,2,18,1,4,2,2,2,6,3,7,2,18,35.62708333333333,139.62187500000002,13112,世田谷区
533934593,7,149,1,7,0,0,0,0,0,0,0,0,1,14,1,7,1,9,35.63125,139.61562500000002,13112,世田谷区
533934594,39,719,0,0,0,0,22,421,2,17,1,2,1,1,3,35,0,0,35.63125,139.62187500000002,13112,世田谷区
533934671,187,1730,7,54,1,2,48,516,1,11,16,50,7,26,17,242,34,385,35.635416666666664,139.59062500000002,13112,世田谷区
533934672,61,768,2,4,1,1,16,163,0,0,7,21,4,6,2,26,10,191,35.635416666666664,139.596875,13112,世田谷区
533934673,31,780,0,0,0,0,2,2,0,0,2,7,3,9,2,13,4,46,35.639583333333334,139.59062500000002,13112,世田谷区
533934674,417,4499,0,0,5,15,110,1243,19,532,40,187,18,37,54,772,62,490,35.639583333333334,139.596875,13112,世田谷区
533934681,55,889,2,20,2,7,7,49,0,0,7,22,8,36,3,27,6,86,35.635416666666664,139.603125,13112,世田谷区
533934682,97,1111,3,5,6,35,14,180,1,2,9,39,9,23,15,66,10,90,35.635416666666664,139.609375,13112,世田谷区
533934683,152,1427,2,4,4,5,19,226,4,32,22,57,17,59,14,86,26,594,35.639583333333334,139.603125,13112,世田谷区
533934684,163,819,4,20,1,6,39,240,0,0,13,24,18,60,15,58,20,188,35.639583333333334,139.609375,13112,世田谷区
533934691,76,1361,4,57,2,69,16,118,1,13,2,4,9,357,6,76,10,295,35.635416666666664,139.61562500000002,13112,世田谷区
533934692,109,1457,4,20,3,6,32,454,1,1,7,30,10,20,4,30,12,186,35.635416666666664,139.62187500000002,13112,世田谷区
533934693,69,331,1,8,4,15,15,79,0,0,10,27,6,13,3,9,12,79,35.639583333333334,139.61562500000002,13112,世田谷区
533934694,71,823,4,24,1,1,26,309,0,0,7,28,3,4,2,8,10,184,35.639583333333334,139.62187500000002,13112,世田谷区
533934771,22,79,0,0,0,0,3,6,0,0,7,17,6,11,0,0,1,5,35.64375,139.59062500000002,13112,世田谷区
533934772,79,456,0,0,2,3,13,118,1,2,18,41,8,18,5,51,9,123,35.64375,139.596875,13112,世田谷区
533934774,53,723,1,3,2,9,12,83,0,0,10,88,3,11,4,51,11,429,35.64791666666667,139.596875,13112,世田谷区
533934781,72,1820,2,35,1,8,19,106,0,0,7,21,4,13,4,58,15,363,35.64375,139.603125,13112,世田谷区
533934782,290,2206,1,2,3,6,64,620,7,59,25,91,8,32,72,571,45,478,35.64375,139.609375,13112,世田谷区
533934783,35,189,0,0,0,0,3,9,0,0,12,33,5,16,1,1,6,48,35.64791666666667,139.603125,13112,世田谷区
533934784,103,588,3,4,1,1,27,180,2,2,10,23,3,11,8,26,22,233,35.64791666666667,139.609375,13112,世田谷区
533934791,84,1283,3,35,1,1,18,345,1,5,10,40,6,19,3,11,18,231,35.64375,139.61562500000002,13112,世田谷区
533934792,83,546,0,0,2,7,18,81,0,0,14,38,11,30,5,23,12,155,35.64375,139.62187500000002,13112,世田谷区
533934793,62,351,2,6,6,15,10,67,1,21,7,17,10,35,4,74,1,12,35.64791666666667,139.61562500000002,13112,世田谷区
533934794,390,3288,2,6,4,16,98,768,2,30,27,104,7,33,81,566,64,530,35.64791666666667,139.62187500000002,13112,世田谷区
533934872,34,624,1,1,3,7,5,137,0,0,4,12,3,6,3,65,8,200,35.65208333333334,139.596875,13112,世田谷区
533934873,110,964,8,12,2,8,15,114,0,0,14,36,14,43,12,98,13,430,35.65625000000001,139.59062500000002,13112,世田谷区
533934874,45,387,1,1,0,0,5,88,0,0,5,12,4,25,0,0,9,167,35.65625000000001,139.596875,13112,世田谷区
533934881,30,167,1,2,1,2,3,6,0,0,2,7,5,16,0,0,4,87,35.65208333333334,139.603125,13112,世田谷区
533934882,80,674,1,19,0,0,19,310,1,17,10,24,2,7,6,44,11,104,35.65208333333334,139.609375,13112,世田谷区
533934883,60,432,0,0,4,8,10,107,0,0,7,21,7,18,2,28,8,123,35.65625000000001,139.603125,13112,世田谷区
533934884,89,887,3,16,2,5,16,209,1,1,16,49,6,8,4,25,16,254,35.65625000000001,139.609375,13112,世田谷区
533934891,99,1744,2,23,2,5,24,211,0,0,9,17,2,3,6,53,17,334,35.65208333333334,139.61562500000002,13112,世田谷区
533934892,47,575,0,0,2,4,7,22,0,0,5,10,4,11,4,26,6,336,35.65208333333334,139.62187500000002,13112,世田谷区
533934893,56,992,0,0,1,7,15,247,0,0,2,2,1,1,5,150,6,158,35.65625000000001,139.61562500000002,13112,世田谷区
533934894,94,1120,7,26,3,10,18,422,0,0,5,25,2,27,8,75,12,132,35.65625000000001,139.62187500000002,13112,世田谷区
533934971,86,557,0,0,2,3,22,75,0,0,13,28,1,4,11,104,10,45,35.66041666666667,139.59062500000002,13112,世田谷区
533934972,27,281,0,0,1,2,3,5,0,0,5,26,1,1,2,9,4,169,35.66041666666667,139.596875,13112,世田谷区
533934973,77,913,4,58,2,31,18,182,2,2,6,19,7,19,5,107,10,169,35.66458333333334,139.59062500000002,13112,世田谷区
533934974,40,325,0,0,2,8,9,39,1,4,0,0,5,7,2,5,7,100,35.66458333333334,139.596875,13112,世田谷区
533934981,49,310,1,2,2,2,13,90,1,1,7,14,2,4,2,17,3,39,35.66041666666667,139.603125,13112,世田谷区
533934982,81,1149,0,0,3,6,19,242,0,0,10,35,3,20,2,11,11,243,35.66041666666667,139.609375,13112,世田谷区
533934983,179,987,6,33,3,18,45,192,3,12,12,33,13,78,17,50,30,292,35.66458333333334,139.603125,13112,世田谷区
533934984,49,816,1,7,1,2,3,14,0,0,10,24,3,37,4,85,11,296,35.66458333333334,139.609375,13112,世田谷区
533934991,58,1260,1,2,1,1,9,114,0,0,2,6,2,2,7,69,4,98,35.66041666666667,139.61562500000002,13112,世田谷区
533934992,89,1260,2,24,0,0,17,134,0,0,10,25,4,7,3,39,13,339,35.66041666666667,139.62187500000002,13112,世田谷区
533934993,65,433,3,10,2,4,12,40,0,0,20,41,2,3,2,5,9,221,35.66458333333334,139.61562500000002,13112,世田谷区
533934994,30,639,0,0,2,7,6,11,0,0,6,22,4,318,1,8,5,189,35.66458333333334,139.62187500000002,13112,世田谷区
533935032,77,401,4,7,5,15,18,85,0,0,9,21,5,8,13,110,5,15,35.58541666666667,139.671875,13111,大田区
533935033,42,172,1,5,1,4,6,27,0,0,10,19,9,17,2,27,4,29,35.58958333333334,139.665625,13111,大田区
533935034,98,689,6,26,4,14,26,283,0,0,13,25,7,19,7,69,12,105,35.58958333333334,139.671875,13111,大田区
533935041,88,475,3,37,4,11,19,123,1,3,16,35,8,12,3,10,10,122,35.58541666666667,139.67812500000002,13111,大田区
533935042,182,1386,3,10,5,9,37,579,2,25,26,54,9,28,21,162,27,263,35.58541666666667,139.68437500000002,13111,大田区
533935043,238,2445,5,30,7,34,58,539,5,47,17,39,13,81,36,196,29,230,35.58958333333334,139.67812500000002,13111,大田区
533935044,110,624,8,55,2,12,19,113,1,2,17,34,7,11,7,19,16,127,35.58958333333334,139.68437500000002,13111,大田区
533935051,71,625,6,25,2,2,5,24,0,0,19,44,4,7,6,34,7,152,35.58541666666667,139.690625,13111,大田区
